pathway	NES	padj	patient_id
Comm_7	1.6983573049517702	0.0048906478701922764	TCGA-A2-A0CY
Comm_7	1.6432397674629997	0.018374636181157637	TCGA-A2-A0D4
Comm_1	1.6011684304546068	0.018235614058629637	TCGA-A2-A259
Comm_7	1.6914725887901396	0.0128447368737231	TCGA-A2-A3XZ
Comm_1	1.6399971367395114	0.03911061730652583	TCGA-A2-A4RY
Comm_7	1.5790047781525702	0.04915850867306788	TCGA-AC-A3W7
Comm_7	1.6144133892860182	0.02273036266708613	TCGA-AN-A0FV
Comm_4	1.6577810446003318	0.016214253666261516	TCGA-AR-A1AN
Comm_7	1.7601846258047011	7.379483338412125e-4	TCGA-AR-A252
Comm_1	1.701262618025704	0.0030979551707031707	TCGA-B6-A1KC
Comm_4	1.6464833987179033	0.026478441831417766	TCGA-B6-A1KF
Comm_7	1.5437790726337908	0.03268749453580522	TCGA-BH-A0BS
Comm_4	1.5848111009244676	0.028877619837950886	TCGA-BH-A0E1
Comm_7	1.5645214168760817	0.0431194009519778	TCGA-D8-A1XJ
Comm_1	1.5865348940273185	0.045231701290846874	TCGA-E2-A153
