pathway	NES	padj	patient_id
Comm_3	1.7049862381894385	0.04261373680831033	TCGA-A2-A04Y
Comm_1	1.6663618844845733	0.04847733697456372	TCGA-A2-A0CM
Comm_3	1.7141026626130371	0.04709666571335566	TCGA-A2-A0CV
Comm_1	1.6936230052071757	0.043792134947053626	TCGA-A2-A0YE
Comm_1	1.818608509193142	0.01199937392051497	TCGA-A2-A3XX
Comm_1	1.7687361054356552	0.025639744636936204	TCGA-A2-A3Y0
Comm_3	1.752408655780949	0.04657402918228256	TCGA-A2-A4S2
Comm_3	1.731224169294476	0.03145866156766211	TCGA-A7-A26J
Comm_3	1.84691828513115	0.009053127266181134	TCGA-A7-A3J0
Comm_3	1.7898076452786167	0.031768923040217015	TCGA-A7-A3J1
Comm_1	1.6196273101344725	0.03868599775550684	TCGA-A8-A07R
Comm_3	1.7232327888392782	0.03645245643894073	TCGA-A8-A08B
Comm_3	1.7839579474465366	0.015738809147820953	TCGA-A8-A08F
Comm_7	1.529520167763373	0.0389739113485298	TCGA-A8-A094
Comm_3	1.7277401955609708	0.02576130939924483	TCGA-A8-A09M
Comm_3	1.5973923895341364	0.033842694107250854	TCGA-AC-A3OD
Comm_1	1.7766513850579473	0.040420776773673325	TCGA-AC-A3QQ
Comm_3	1.7867707183362953	0.016005562263349205	TCGA-AN-A046
Comm_3	1.7303418300513798	0.03790847467045334	TCGA-AN-A0FY
Comm_1	1.7022231510029924	0.03868599775550684	TCGA-AO-A03P
Comm_3	1.8492104198150103	0.0044051179140626945	TCGA-AO-A03R
Comm_1	1.792347892736492	0.01256016463167103	TCGA-AQ-A54N
Comm_7	1.6961993074358357	0.004753265426643271	TCGA-AQ-A54O
Comm_7	1.6256644925404349	0.02905556587968593	TCGA-AR-A24R
Comm_3	1.8260556241052681	0.02237763358053869	TCGA-AR-A254
Comm_3	1.832260859464512	0.004189388543215452	TCGA-B6-A0RL
Comm_7	1.6119916791902151	0.035351679043425704	TCGA-B6-A0WV
Comm_3	1.6832251234442392	0.03471625716759798	TCGA-BH-A0AU
Comm_1	1.6486171924961737	0.042008635414962	TCGA-BH-A0B3
Comm_3	1.700755049068742	0.03360055339562602	TCGA-BH-A0BR
Comm_3	1.7034478045208168	0.04159678604814865	TCGA-BH-A0C7
Comm_3	1.686332733927126	0.040349649095414615	TCGA-BH-A0DI
Comm_3	1.7962496695739676	0.027978518512141996	TCGA-BH-A203
Comm_3	1.8428239022523722	0.008597363034938051	TCGA-C8-A132
Comm_3	1.8627604630017267	0.003205195248709984	TCGA-C8-A26V
Comm_3	1.6278547620227595	0.04590239962571709	TCGA-C8-A8HR
Comm_3	1.851066879607295	0.00833408445459357	TCGA-D8-A1X5
Comm_7	1.6270387268056963	0.03340082193053855	TCGA-D8-A1XO
Comm_7	1.6609780408519765	0.018978403015414064	TCGA-E2-A14Q
Comm_3	1.7394885902814163	0.04366193372265015	TCGA-E2-A15D
Comm_3	1.7167615932386735	0.04327202956282689	TCGA-E2-A15S
Comm_3	1.7149731567039757	0.02195703016505488	TCGA-E9-A1NE
Comm_7	1.619358215837829	0.01400300322188586	TCGA-EW-A1J1
Comm_3	1.7142998210547367	0.018610933628566667	TCGA-EW-A1OX
Comm_1	1.6607430130287635	0.026976212770431482	TCGA-EW-A1P8
Comm_3	1.7443230303881971	0.03748526854160886	TCGA-EW-A3E8
Comm_3	1.695775515734992	0.04922568923791617	TCGA-GM-A2DD
Comm_3	1.741509111731581	0.016347668473223814	TCGA-LL-A9Q3
Comm_7	1.6532021901010183	0.012676265995679458	TCGA-MS-A51U
Comm_3	1.7403086413503595	0.04608446886438507	TCGA-PE-A5DE
Comm_3	1.8441434832458323	0.005447492720214245	TCGA-WT-AB41
